GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2,ppron.Person.1,ppron.Person.2,ipron.Person.1,ipron.Person.2,article.Person.1,article.Person.2,prep.Person.1,prep.Person.2,negate.Person.1,negate.Person.2,adverb.Person.1,adverb.Person.2,auxverb.Person.1,auxverb.Person.2,conj.Person.1,conj.Person.2
gpt-4o_prompt3_ethical88_1,1,human,agent,0.65,29,223,13.79,2.69,3.45,4.93,3.45,6.28,17.24,15.7,0,0.9,3.45,3.14,17.24,4.93,6.9,7.17
gpt-4o_prompt3_ethical88_2,1,human,agent,0.47,21,213,14.29,3.29,9.52,7.04,9.52,4.69,0,13.15,9.52,0,9.52,3.76,19.05,7.51,4.76,7.51
gpt-4o_prompt3_ethical88_3,1,human,agent,0.61,18,219,16.67,3.65,5.56,8.22,5.56,4.57,11.11,12.33,5.56,0.46,5.56,3.2,5.56,5.94,0,9.13
gpt-4o_prompt3_ethical88_4,1,human,agent,0.61,23,216,0,1.85,8.7,7.87,4.35,6.02,8.7,12.96,4.35,0,8.7,3.24,13.04,7.41,8.7,8.8
gpt-4o_prompt3_ethical88_5,1,human,agent,0.49,24,219,4.17,3.2,12.5,5.02,0,5.02,8.33,12.79,0,0.46,12.5,3.2,16.67,7.31,4.17,8.68
gpt-4o_prompt4_ethical88_1,1,human,agent,0.66,29,216,13.79,4.63,3.45,6.02,3.45,3.24,17.24,13.89,0,0.46,3.45,1.85,17.24,7.41,6.9,8.33
gpt-4o_prompt4_ethical88_2,1,human,agent,0.51,21,218,14.29,5.05,9.52,7.34,9.52,5.5,0,14.22,9.52,0.92,9.52,3.67,19.05,6.88,4.76,8.26
gpt-4o_prompt4_ethical88_3,1,human,agent,0.64,18,215,16.67,3.72,5.56,10.7,5.56,6.05,11.11,12.09,5.56,0.93,5.56,4.65,5.56,6.51,0,7.91
gpt-4o_prompt4_ethical88_4,1,human,agent,0.59,23,218,0,1.83,8.7,7.34,4.35,8.72,8.7,13.76,4.35,0.46,8.7,4.13,13.04,5.5,8.7,9.17
gpt-4o_prompt4_ethical88_5,1,human,agent,0.51,24,224,4.17,2.68,12.5,6.7,0,4.91,8.33,11.16,0,1.34,12.5,3.57,16.67,7.59,4.17,7.59
gpt-4o_prompt0_ethical89_1,1,human,agent,0.75,34,209,11.76,2.39,5.88,4.31,5.88,4.31,14.71,11.96,0,0,5.88,2.39,11.76,7.66,2.94,5.74
gpt-4o_prompt0_ethical89_2,1,human,agent,0.58,19,215,10.53,1.4,5.26,5.12,5.26,6.05,5.26,9.77,5.26,0,5.26,2.33,21.05,6.05,5.26,9.77
gpt-4o_prompt0_ethical89_3,1,human,agent,0.56,15,212,0,1.42,6.67,3.3,6.67,5.66,20,12.26,6.67,0,6.67,1.89,6.67,4.25,6.67,7.55
gpt-4o_prompt0_ethical89_4,1,human,agent,0.50,18,210,0,1.43,11.11,3.33,5.56,7.14,11.11,10.95,5.56,0,0,1.9,5.56,4.29,5.56,8.1
gpt-4o_prompt0_ethical89_5,1,human,agent,0.32,17,203,5.88,1.48,11.76,2.46,0,2.96,11.76,11.82,0,0.49,5.88,1.48,17.65,4.93,0,9.85
gpt-4o_prompt1_ethical89_1,1,human,agent,0.70,34,206,11.76,0.97,5.88,4.85,5.88,5.34,14.71,11.17,0,0,5.88,1.46,11.76,6.31,2.94,6.31
gpt-4o_prompt1_ethical89_2,1,human,agent,0.58,19,208,10.53,0.48,5.26,5.77,5.26,5.77,5.26,12.5,5.26,0,5.26,2.88,21.05,6.25,5.26,6.73
gpt-4o_prompt1_ethical89_3,1,human,agent,0.55,15,202,0,0.99,6.67,3.47,6.67,4.46,20,11.88,6.67,0,6.67,0.99,6.67,5.45,6.67,6.44
gpt-4o_prompt1_ethical89_4,1,human,agent,0.54,18,212,0,1.42,11.11,5.19,5.56,6.13,11.11,10.38,5.56,0,0,1.89,5.56,4.72,5.56,8.02
gpt-4o_prompt1_ethical89_5,1,human,agent,0.33,17,203,5.88,0.99,11.76,3.45,0,1.97,11.76,13.79,0,0.49,5.88,2.46,17.65,4.43,0,6.9
gpt-4o_prompt2_ethical89_1,1,human,agent,0.79,34,227,11.76,3.96,5.88,5.73,5.88,7.49,14.71,12.33,0,0,5.88,3.52,11.76,7.05,2.94,7.93
gpt-4o_prompt2_ethical89_2,1,human,agent,0.66,19,226,10.53,3.54,5.26,5.75,5.26,7.08,5.26,11.95,5.26,0.44,5.26,5.31,21.05,6.19,5.26,9.29
gpt-4o_prompt2_ethical89_3,1,human,agent,0.57,15,226,0,4.42,6.67,7.52,6.67,5.31,20,11.5,6.67,0,6.67,1.33,6.67,4.87,6.67,9.29
gpt-4o_prompt2_ethical89_4,1,human,agent,0.56,18,222,0,3.15,11.11,6.31,5.56,5.41,11.11,12.16,5.56,0,0,2.7,5.56,5.86,5.56,8.11
gpt-4o_prompt2_ethical89_5,1,human,agent,0.43,17,222,5.88,3.6,11.76,5.41,0,2.7,11.76,13.51,0,0.45,5.88,2.7,17.65,5.41,0,8.56
gpt-4o_prompt3_ethical89_1,1,human,agent,0.65,34,226,11.76,1.77,5.88,6.19,5.88,6.19,14.71,9.73,0,0.44,5.88,3.1,11.76,10.18,2.94,7.08
gpt-4o_prompt3_ethical89_2,1,human,agent,0.68,19,228,10.53,3.51,5.26,3.51,5.26,6.14,5.26,11.84,5.26,0.88,5.26,5.26,21.05,7.46,5.26,8.33
gpt-4o_prompt3_ethical89_3,1,human,agent,0.65,15,227,0,2.2,6.67,6.17,6.67,5.29,20,10.13,6.67,0.44,6.67,3.52,6.67,8.81,6.67,7.05
gpt-4o_prompt3_ethical89_4,1,human,agent,0.55,18,226,0,1.77,11.11,5.31,5.56,4.87,11.11,11.5,5.56,0.44,0,3.54,5.56,8.85,5.56,7.08
gpt-4o_prompt3_ethical89_5,1,human,agent,0.36,17,224,5.88,2.23,11.76,5.8,0,5.8,11.76,12.05,0,0.89,5.88,0.89,17.65,4.46,0,8.04
gpt-4o_prompt4_ethical89_1,1,human,agent,0.82,34,229,11.76,4.8,5.88,7.86,5.88,4.37,14.71,11.35,0,0,5.88,3.49,11.76,11.79,2.94,5.68
gpt-4o_prompt4_ethical89_2,1,human,agent,0.67,19,229,10.53,6.11,5.26,5.24,5.26,6.11,5.26,12.66,5.26,0.44,5.26,3.49,21.05,4.8,5.26,7.86
gpt-4o_prompt4_ethical89_3,1,human,agent,0.65,15,232,0,7.33,6.67,6.47,6.67,6.47,20,11.64,6.67,0,6.67,3.02,6.67,7.76,6.67,7.76
gpt-4o_prompt4_ethical89_4,1,human,agent,0.51,18,233,0,6.01,11.11,6.44,5.56,5.15,11.11,9.01,5.56,0,0,3.86,5.56,9.01,5.56,9.01
gpt-4o_prompt4_ethical89_5,1,human,agent,0.43,17,227,5.88,3.08,11.76,7.49,0,3.52,11.76,12.78,0,0.88,5.88,1.76,17.65,6.17,0,7.49
gpt-4o_prompt0_ethical9_1,1,human,agent,0.67,23,219,8.7,4.11,8.7,5.02,4.35,3.65,13.04,12.79,0,1.37,8.7,4.57,21.74,10.96,4.35,7.76
gpt-4o_prompt0_ethical9_2,1,human,agent,0.70,21,215,4.76,2.33,14.29,4.65,4.76,4.19,4.76,8.84,4.76,1.4,4.76,2.79,14.29,11.16,4.76,7.91
gpt-4o_prompt0_ethical9_3,1,human,agent,0.48,17,216,0,0.93,5.88,5.09,0,4.63,17.65,11.11,5.88,1.39,0,2.31,11.76,10.65,5.88,8.8
gpt-4o_prompt0_ethical9_4,1,human,agent,0.62,17,210,0,0.95,5.88,2.86,5.88,3.81,5.88,11.43,5.88,0.95,5.88,4.29,11.76,8.57,5.88,7.62
gpt-4o_prompt0_ethical9_5,1,human,agent,0.58,15,203,0,0,6.67,1.97,13.33,4.93,6.67,12.32,0,0,6.67,1.97,20,6.9,0,6.9
gpt-4o_prompt1_ethical9_1,1,human,agent,0.58,23,214,8.7,1.4,8.7,5.14,4.35,3.27,13.04,10.75,0,0.93,8.7,2.8,21.74,11.21,4.35,7.94
gpt-4o_prompt1_ethical9_2,1,human,agent,0.68,21,211,4.76,2.84,14.29,4.27,4.76,3.32,4.76,11.37,4.76,0.95,4.76,3.79,14.29,9,4.76,7.11
gpt-4o_prompt1_ethical9_3,1,human,agent,0.46,17,208,0,0.96,5.88,5.77,0,2.4,17.65,11.54,5.88,0.96,0,2.88,11.76,8.65,5.88,8.65
gpt-4o_prompt1_ethical9_4,1,human,agent,0.51,17,205,0,1.46,5.88,2.93,5.88,0.49,5.88,11.71,5.88,0.49,5.88,5.37,11.76,5.85,5.88,7.8
gpt-4o_prompt1_ethical9_5,1,human,agent,0.37,15,214,0,0.93,6.67,4.21,13.33,2.34,6.67,13.08,0,0.47,6.67,3.27,20,7.01,0,8.88
gpt-4o_prompt2_ethical9_1,1,human,agent,0.67,23,224,8.7,6.25,8.7,5.36,4.35,5.36,13.04,15.63,0,0.45,8.7,4.02,21.74,9.38,4.35,7.59
gpt-4o_prompt2_ethical9_2,1,human,agent,0.75,21,226,4.76,5.31,14.29,7.96,4.76,3.1,4.76,11.06,4.76,0.88,4.76,4.42,14.29,11.06,4.76,7.52
gpt-4o_prompt2_ethical9_3,1,human,agent,0.46,17,227,0,6.17,5.88,4.85,0,4.41,17.65,12.33,5.88,0.88,0,4.41,11.76,8.81,5.88,7.93
gpt-4o_prompt2_ethical9_4,1,human,agent,0.66,17,230,0,4.78,5.88,5.22,5.88,5.65,5.88,12.17,5.88,0.87,5.88,3.48,11.76,7.83,5.88,7.39
gpt-4o_prompt2_ethical9_5,1,human,agent,0.56,15,227,0,3.96,6.67,5.29,13.33,5.73,6.67,13.22,0,0,6.67,3.52,20,8.81,0,7.93
gpt-4o_prompt3_ethical9_1,1,human,agent,0.68,23,223,8.7,4.93,8.7,4.93,4.35,3.59,13.04,13.9,0,0.9,8.7,5.83,21.74,9.42,4.35,8.07
gpt-4o_prompt3_ethical9_2,1,human,agent,0.65,21,230,4.76,2.17,14.29,6.09,4.76,5.65,4.76,11.74,4.76,0.43,4.76,4.35,14.29,7.39,4.76,8.7
gpt-4o_prompt3_ethical9_3,1,human,agent,0.46,17,226,0,3.1,5.88,6.19,0,4.87,17.65,15.04,5.88,0.44,0,3.54,11.76,7.52,5.88,7.52
gpt-4o_prompt3_ethical9_4,1,human,agent,0.57,17,221,0,1.81,5.88,2.71,5.88,6.33,5.88,12.22,5.88,0.45,5.88,2.26,11.76,6.79,5.88,7.24
gpt-4o_prompt3_ethical9_5,1,human,agent,0.35,15,219,0,1.83,6.67,4.11,13.33,3.2,6.67,12.79,0,0.46,6.67,1.37,20,9.59,0,8.22
gpt-4o_prompt4_ethical9_1,1,human,agent,0.70,23,219,8.7,5.02,8.7,7.31,4.35,4.57,13.04,14.16,0,0.91,8.7,5.02,21.74,9.13,4.35,8.22
gpt-4o_prompt4_ethical9_2,1,human,agent,0.74,21,226,4.76,4.42,14.29,7.08,4.76,4.87,4.76,11.5,4.76,0.88,4.76,3.98,14.29,9.73,4.76,9.29
gpt-4o_prompt4_ethical9_3,1,human,agent,0.48,17,224,0,5.8,5.88,5.8,0,4.91,17.65,15.18,5.88,0.89,0,4.46,11.76,7.59,5.88,7.14
gpt-4o_prompt4_ethical9_4,1,human,agent,0.63,17,222,0,4.95,5.88,5.41,5.88,4.05,5.88,13.06,5.88,0,5.88,5.41,11.76,8.11,5.88,7.66
gpt-4o_prompt4_ethical9_5,1,human,agent,0.52,15,220,0,2.73,6.67,4.55,13.33,5.45,6.67,15.91,0,0,6.67,2.73,20,8.18,0,8.64
gpt-4o_prompt0_ethical90_1,1,human,agent,0.57,22,224,4.55,1.79,9.09,3.13,9.09,4.02,4.55,13.39,0,0.45,4.55,2.23,9.09,9.38,4.55,7.59
gpt-4o_prompt0_ethical90_2,1,human,agent,0.58,17,205,11.76,6.34,5.88,4.39,5.88,3.41,5.88,8.29,5.88,0.98,5.88,2.44,23.53,11.71,0,8.78
gpt-4o_prompt0_ethical90_3,1,human,agent,0.36,19,214,5.26,0.47,15.79,6.54,10.53,5.14,5.26,9.81,5.26,0,0,1.87,15.79,9.81,0,7.01
gpt-4o_prompt0_ethical90_4,1,human,agent,0.44,17,203,5.88,0.49,5.88,5.42,11.76,7.39,0,7.88,5.88,0.49,5.88,2.96,11.76,8.37,0,9.85
gpt-4o_prompt0_ethical90_5,1,human,agent,0.29,18,212,0,1.42,16.67,3.3,0,4.72,11.11,11.79,0,0.47,16.67,4.25,22.22,9.91,0,7.55
gpt-4o_prompt1_ethical90_1,1,human,agent,0.65,22,221,4.55,0.9,9.09,4.98,9.09,6.79,4.55,10.86,0,1.36,4.55,4.98,9.09,10.41,4.55,6.79
gpt-4o_prompt1_ethical90_2,1,human,agent,0.62,17,228,11.76,4.39,5.88,7.02,5.88,4.39,5.88,10.09,5.88,1.75,5.88,3.95,23.53,12.28,0,7.46
gpt-4o_prompt1_ethical90_3,1,human,agent,0.43,19,208,5.26,0.48,15.79,7.21,10.53,6.73,5.26,7.69,5.26,0.96,0,4.33,15.79,9.62,0,7.69
gpt-4o_prompt1_ethical90_4,1,human,agent,0.47,17,208,5.88,0.96,5.88,6.73,11.76,8.65,0,10.58,5.88,0.48,5.88,2.88,11.76,9.62,0,8.17
gpt-4o_prompt1_ethical90_5,1,human,agent,0.31,18,202,0,0.5,16.67,4.95,0,4.46,11.11,10.4,0,0.99,16.67,3.47,22.22,11.39,0,7.43
gpt-4o_prompt2_ethical90_1,1,human,agent,0.75,22,226,4.55,4.42,9.09,7.08,9.09,7.08,4.55,11.95,0,1.33,4.55,3.54,9.09,9.73,4.55,6.19
gpt-4o_prompt2_ethical90_2,1,human,agent,0.60,17,226,11.76,2.65,5.88,7.08,5.88,4.87,5.88,10.18,5.88,0.88,5.88,6.64,23.53,12.39,0,7.08
gpt-4o_prompt2_ethical90_3,1,human,agent,0.45,19,223,5.26,2.69,15.79,6.28,10.53,4.48,5.26,10.76,5.26,0.9,0,4.48,15.79,10.76,0,8.52
gpt-4o_prompt2_ethical90_4,1,human,agent,0.54,17,223,5.88,3.59,5.88,5.38,11.76,4.93,0,10.76,5.88,0.9,5.88,4.48,11.76,9.42,0,8.97
gpt-4o_prompt2_ethical90_5,1,human,agent,0.33,18,223,0,3.14,16.67,4.93,0,4.48,11.11,10.76,0,1.35,16.67,4.93,22.22,12.56,0,6.73
gpt-4o_prompt3_ethical90_1,1,human,agent,0.77,22,227,4.55,1.32,9.09,7.49,9.09,4.85,4.55,12.78,0,0,4.55,3.52,9.09,8.81,4.55,8.37
gpt-4o_prompt3_ethical90_2,1,human,agent,0.51,17,220,11.76,1.36,5.88,5.45,5.88,7.27,5.88,12.27,5.88,0.45,5.88,2.73,23.53,9.09,0,7.27
gpt-4o_prompt3_ethical90_3,1,human,agent,0.36,19,222,5.26,0.45,15.79,7.66,10.53,5.86,5.26,11.71,5.26,0,0,4.05,15.79,9.91,0,7.66
gpt-4o_prompt3_ethical90_4,1,human,agent,0.46,17,221,5.88,1.36,5.88,5.88,11.76,5.43,0,12.22,5.88,0,5.88,4.07,11.76,9.5,0,8.14
gpt-4o_prompt3_ethical90_5,1,human,agent,0.55,18,218,0,0,16.67,5.96,0,5.96,11.11,12.84,0,0,16.67,3.67,22.22,9.63,0,7.34
gpt-4o_prompt4_ethical90_1,1,human,agent,0.66,22,224,4.55,4.91,9.09,5.8,9.09,5.36,4.55,13.84,0,0.45,4.55,1.79,9.09,9.38,4.55,8.04
gpt-4o_prompt4_ethical90_2,1,human,agent,0.48,17,223,11.76,2.24,5.88,6.73,5.88,6.73,5.88,13.9,5.88,0,5.88,1.79,23.53,8.97,0,6.73
gpt-4o_prompt4_ethical90_3,1,human,agent,0.46,19,224,5.26,2.68,15.79,7.14,10.53,6.25,5.26,12.5,5.26,0.89,0,4.02,15.79,10.27,0,7.14
gpt-4o_prompt4_ethical90_4,1,human,agent,0.47,17,224,5.88,1.79,5.88,6.25,11.76,8.48,0,11.61,5.88,0,5.88,2.68,11.76,8.48,0,9.82
gpt-4o_prompt4_ethical90_5,1,human,agent,0.28,18,225,0,1.78,16.67,5.78,0,6.22,11.11,15.11,0,0.44,16.67,2.67,22.22,10.22,0,8.89
gpt-4o_prompt0_ethical91_1,1,human,agent,0.65,23,196,4.35,0,4.35,2.04,4.35,7.65,13.04,11.22,0,0,8.7,2.55,13.04,8.67,4.35,8.67
gpt-4o_prompt0_ethical91_2,1,human,agent,0.54,19,217,5.26,0.46,5.26,3.23,10.53,5.99,5.26,13.36,5.26,0,5.26,1.84,10.53,7.83,5.26,9.22
gpt-4o_prompt0_ethical91_3,1,human,agent,0.47,13,209,0,0,7.69,2.39,0,6.22,15.38,13.88,7.69,0,7.69,4.31,23.08,9.57,0,9.09
gpt-4o_prompt0_ethical91_4,1,human,agent,0.44,18,221,0,0.45,16.67,4.07,5.56,8.14,5.56,13.12,5.56,0,0,4.07,11.11,6.79,5.56,6.33
gpt-4o_prompt0_ethical91_5,1,human,agent,0.39,16,204,0,0.49,6.25,3.43,6.25,5.88,12.5,11.27,0,0.49,6.25,0,25,7.35,0,5.39
gpt-4o_prompt1_ethical91_1,1,human,agent,0.63,23,207,4.35,0,4.35,2.9,4.35,10.63,13.04,15.94,0,0,8.7,1.93,13.04,6.28,4.35,6.76
gpt-4o_prompt1_ethical91_2,1,human,agent,0.52,19,217,5.26,0.92,5.26,3.23,10.53,8.29,5.26,16.13,5.26,0,5.26,0.92,10.53,4.61,5.26,7.83
gpt-4o_prompt1_ethical91_3,1,human,agent,0.40,13,217,0,0,7.69,2.76,0,8.76,15.38,17.97,7.69,0,7.69,1.84,23.08,4.61,0,7.83
gpt-4o_prompt1_ethical91_4,1,human,agent,0.65,18,213,0,0,16.67,3.29,5.56,7.51,5.56,15.96,5.56,0,0,0,11.11,5.16,5.56,7.04
gpt-4o_prompt1_ethical91_5,1,human,agent,0.57,16,195,0,0,6.25,4.1,6.25,5.64,12.5,11.79,0,0.51,6.25,1.54,25,7.18,0,5.64
gpt-4o_prompt2_ethical91_1,1,human,agent,0.69,23,215,4.35,1.4,4.35,4.65,4.35,6.05,13.04,12.09,0,0.47,8.7,4.19,13.04,10.7,4.35,8.37
gpt-4o_prompt2_ethical91_2,1,human,agent,0.69,19,223,5.26,3.14,5.26,2.24,10.53,6.28,5.26,13.45,5.26,0.45,5.26,4.48,10.53,9.42,5.26,6.73
gpt-4o_prompt2_ethical91_3,1,human,agent,0.41,13,221,0,0.9,7.69,5.88,0,8.14,15.38,10.86,7.69,0.9,7.69,4.98,23.08,9.5,0,5.43
gpt-4o_prompt2_ethical91_4,1,human,agent,0.40,18,223,0,0.45,16.67,4.48,5.56,10.76,5.56,13.9,5.56,0,0,2.69,11.11,5.83,5.56,7.17
gpt-4o_prompt2_ethical91_5,1,human,agent,0.46,16,214,0,0.93,6.25,7.01,6.25,8.88,12.5,13.08,0,0.47,6.25,1.87,25,7.01,0,7.48
gpt-4o_prompt3_ethical91_1,1,human,agent,0.63,23,209,4.35,1.44,4.35,4.78,4.35,6.7,13.04,14.83,0,0.96,8.7,2.39,13.04,5.74,4.35,6.22
gpt-4o_prompt3_ethical91_2,1,human,agent,0.70,19,215,5.26,1.86,5.26,5.58,10.53,7.44,5.26,14.42,5.26,0.93,5.26,2.79,10.53,6.51,5.26,5.58
gpt-4o_prompt3_ethical91_3,1,human,agent,0.34,13,214,0,0.93,7.69,4.67,0,7.94,15.38,16.82,7.69,0.93,7.69,2.34,23.08,5.14,0,6.54
gpt-4o_prompt3_ethical91_4,1,human,agent,0.46,18,216,0,0.93,16.67,6.48,5.56,8.8,5.56,15.74,5.56,0.93,0,2.78,11.11,5.09,5.56,6.48
gpt-4o_prompt3_ethical91_5,1,human,agent,0.40,16,205,0,1.46,6.25,6.83,6.25,7.8,12.5,14.63,0,0.49,6.25,0.49,25,4.88,0,7.32
gpt-4o_prompt4_ethical91_1,1,human,agent,0.66,23,219,4.35,2.74,4.35,2.28,4.35,9.13,13.04,13.7,0,0.91,8.7,4.11,13.04,8.68,4.35,6.85
gpt-4o_prompt4_ethical91_2,1,human,agent,0.72,19,225,5.26,4.89,5.26,3.11,10.53,8,5.26,16,5.26,1.33,5.26,2.22,10.53,7.11,5.26,6.67
gpt-4o_prompt4_ethical91_3,1,human,agent,0.40,13,219,0,2.28,7.69,3.2,0,8.68,15.38,15.53,7.69,1.37,7.69,5.48,23.08,7.31,0,6.85
gpt-4o_prompt4_ethical91_4,1,human,agent,0.43,18,227,0,2.2,16.67,3.96,5.56,8.81,5.56,15.86,5.56,0.88,0,2.2,11.11,4.85,5.56,7.49
gpt-4o_prompt4_ethical91_5,1,human,agent,0.46,16,221,0,1.81,6.25,4.98,6.25,9.05,12.5,13.12,0,0.45,6.25,1.81,25,9.5,0,8.14
gpt-4o_prompt0_ethical92_1,1,human,agent,0.65,29,201,20.69,8.46,0,4.48,3.45,2.49,13.79,9.45,0,0,10.34,2.49,10.34,11.44,3.45,6.97
gpt-4o_prompt0_ethical92_2,1,human,agent,0.41,15,204,13.33,2.45,13.33,3.92,6.67,4.41,0,11.27,6.67,1.47,6.67,3.43,20,9.8,0,6.86
gpt-4o_prompt0_ethical92_3,1,human,agent,0.62,14,209,7.14,3.83,7.14,3.83,0,2.87,14.29,11.48,7.14,0.48,7.14,6.22,14.29,9.09,7.14,9.57
gpt-4o_prompt0_ethical92_4,1,human,agent,0.48,14,203,0,0.49,7.14,6.4,7.14,1.48,0,9.36,7.14,1.48,7.14,2.46,7.14,10.84,7.14,8.87
gpt-4o_prompt0_ethical92_5,1,human,agent,0.32,14,199,0,0.5,7.14,5.03,0,3.02,7.14,10.05,0,2.01,28.57,3.52,21.43,10.55,0,9.55
gpt-4o_prompt1_ethical92_1,1,human,agent,0.66,29,201,20.69,10.45,0,4.48,3.45,2.49,13.79,10.45,0,0,10.34,2.99,10.34,8.46,3.45,8.46
gpt-4o_prompt1_ethical92_2,1,human,agent,0.37,15,199,13.33,3.02,13.33,4.52,6.67,3.02,0,11.06,6.67,1.01,6.67,2.51,20,9.55,0,9.05
gpt-4o_prompt1_ethical92_3,1,human,agent,0.57,14,203,7.14,1.97,7.14,7.39,0,1.48,14.29,11.33,7.14,0,7.14,2.96,14.29,8.37,7.14,7.88
gpt-4o_prompt1_ethical92_4,1,human,agent,0.45,14,210,0,0.48,7.14,7.62,7.14,0.48,0,10.48,7.14,0.95,7.14,2.38,7.14,9.05,7.14,8.57
gpt-4o_prompt1_ethical92_5,1,human,agent,0.42,14,205,0,0,7.14,4.39,0,3.41,7.14,13.66,0,1.46,28.57,3.41,21.43,11.22,0,8.78
gpt-4o_prompt2_ethical92_1,1,human,agent,0.76,29,219,20.69,10.96,0,4.11,3.45,3.65,13.79,13.24,0,0,10.34,6.39,10.34,10.05,3.45,6.85
gpt-4o_prompt2_ethical92_2,1,human,agent,0.47,15,215,13.33,6.51,13.33,4.65,6.67,4.19,0,10.23,6.67,0.93,6.67,5.12,20,10.7,0,7.91
gpt-4o_prompt2_ethical92_3,1,human,agent,0.70,14,224,7.14,5.8,7.14,6.25,0,1.79,14.29,12.05,7.14,0.89,7.14,5.36,14.29,9.82,7.14,7.59
gpt-4o_prompt2_ethical92_4,1,human,agent,0.52,14,220,0,3.64,7.14,7.27,7.14,3.18,0,8.64,7.14,0.91,7.14,3.18,7.14,10.45,7.14,9.09
gpt-4o_prompt2_ethical92_5,1,human,agent,0.31,14,216,0,3.24,7.14,5.09,0,2.78,7.14,12.04,0,0.46,28.57,6.02,21.43,8.8,0,8.33
gpt-4o_prompt3_ethical92_1,1,human,agent,0.57,29,218,20.69,8.72,0,5.5,3.45,3.67,13.79,9.17,0,0.92,10.34,5.05,10.34,10.09,3.45,9.63
gpt-4o_prompt3_ethical92_2,1,human,agent,0.46,15,223,13.33,7.17,13.33,4.48,6.67,4.93,0,11.21,6.67,0.9,6.67,4.04,20,8.97,0,9.87
gpt-4o_prompt3_ethical92_3,1,human,agent,0.59,14,223,7.14,1.79,7.14,7.17,0,2.69,14.29,12.11,7.14,0.45,7.14,3.14,14.29,8.07,7.14,8.07
gpt-4o_prompt3_ethical92_4,1,human,agent,0.43,14,220,0,4.55,7.14,4.09,7.14,2.73,0,13.18,7.14,0.91,7.14,0.45,7.14,7.27,7.14,10
gpt-4o_prompt3_ethical92_5,1,human,agent,0.30,14,218,0,3.21,7.14,4.59,0,3.67,7.14,11.01,0,0.46,28.57,4.13,21.43,8.26,0,7.34
gpt-4o_prompt4_ethical92_1,1,human,agent,0.55,29,216,20.69,8.8,0,3.7,3.45,2.78,13.79,10.19,0,0.46,10.34,4.63,10.34,8.8,3.45,9.72
gpt-4o_prompt4_ethical92_2,1,human,agent,0.42,15,220,13.33,7.27,13.33,2.73,6.67,4.55,0,13.64,6.67,0.45,6.67,4.09,20,9.09,0,7.27
gpt-4o_prompt4_ethical92_3,1,human,agent,0.61,14,221,7.14,4.52,7.14,6.33,0,2.71,14.29,12.67,7.14,0.45,7.14,3.17,14.29,7.24,7.14,10.41
gpt-4o_prompt4_ethical92_4,1,human,agent,0.49,14,219,0,2.28,7.14,5.94,7.14,2.28,0,11.42,7.14,0.91,7.14,3.2,7.14,9.13,7.14,10.96
gpt-4o_prompt4_ethical92_5,1,human,agent,0.31,14,214,0,1.87,7.14,7.94,0,1.87,7.14,11.68,0,0.47,28.57,2.34,21.43,9.81,0,9.81
gpt-4o_prompt0_ethical93_1,1,human,agent,0.54,25,225,12,4,12,4.89,4,8,12,14.67,0,0.89,0,3.11,12,7.11,4,4.89
gpt-4o_prompt0_ethical93_2,1,human,agent,0.49,20,216,10,3.7,10,5.09,5,7.41,0,12.04,5,0.46,15,4.17,25,9.72,5,8.8
gpt-4o_prompt0_ethical93_3,1,human,agent,0.32,14,206,14.29,1.46,7.14,5.34,0,6.31,7.14,12.62,7.14,0,0,2.43,14.29,8.74,0,7.28
gpt-4o_prompt0_ethical93_4,1,human,agent,0.47,18,211,0,2.84,11.11,5.21,5.56,3.32,0,12.8,5.56,0.95,5.56,1.9,11.11,6.16,5.56,7.11
gpt-4o_prompt0_ethical93_5,1,human,agent,0.25,19,210,0,0.95,21.05,4.76,0,7.14,10.53,10,0,1.43,10.53,0.95,26.32,9.05,0,7.62
gpt-4o_prompt1_ethical93_1,1,human,agent,0.52,25,223,12,3.59,12,5.38,4,7.62,12,13,0,0.9,0,5.38,12,6.73,4,7.62
gpt-4o_prompt1_ethical93_2,1,human,agent,0.49,20,236,10,2.54,10,6.36,5,9.32,0,11.86,5,0.42,15,4.24,25,9.75,5,6.78
gpt-4o_prompt1_ethical93_3,1,human,agent,0.30,14,214,14.29,2.34,7.14,4.21,0,6.07,7.14,11.68,7.14,0,0,4.67,14.29,7.01,0,10.75
gpt-4o_prompt1_ethical93_4,1,human,agent,0.51,18,215,0,3.26,11.11,4.65,5.56,4.19,0,13.95,5.56,0.93,5.56,2.33,11.11,7.91,5.56,6.51
gpt-4o_prompt1_ethical93_5,1,human,agent,0.26,19,211,0,0.95,21.05,5.69,0,4.74,10.53,13.27,0,0.95,10.53,1.42,26.32,9.48,0,6.64
gpt-4o_prompt2_ethical93_1,1,human,agent,0.63,25,224,12,7.59,12,6.25,4,4.91,12,12.95,0,0.89,0,3.57,12,10.71,4,6.7
gpt-4o_prompt2_ethical93_2,1,human,agent,0.57,20,234,10,5.13,10,8.97,5,5.13,0,12.82,5,0.43,15,4.27,25,11.97,5,8.55
gpt-4o_prompt2_ethical93_3,1,human,agent,0.32,14,233,14.29,1.29,7.14,8.15,0,5.58,7.14,16.31,7.14,0,0,3.86,14.29,10.73,0,7.73
gpt-4o_prompt2_ethical93_4,1,human,agent,0.48,18,220,0,1.82,11.11,4.55,5.56,7.27,0,13.18,5.56,0.45,5.56,2.73,11.11,8.64,5.56,9.55
